City,State Abr,Zip Code,Longitude,DMA Region,State,Latitude
"Delano","CA",93216,-119.26984,"","California",35.771876
"Delano","MN",55328,-93.79591000000001,613,"Minnesota",45.032489
"Delano","PA",18220,-76.06929,"","Pennsylvania",40.839186
"Delano","TN",37325,-84.58812,"","Tennessee",35.245578
"Delanson","NY",12053,-74.18601,"","New York",42.749499
"Delaplaine","AR",72425,-90.74383,"","Arkansas",36.21405
"Delaplane","VA",20144,-77.9255,511,"Virginia",38.918435
"Delavan","IL",61734,-89.54250999999999,675,"Illinois",40.369256
"Delavan","KS",67449,-96.92129,"","Kansas",38.677306
"Delavan","MN",56023,-94.01340999999999,"","Minnesota",43.782104
"Delavan","WI",53115,-88.6383,617,"Wisconsin",42.63427
"Delaware City","DE",19706,-75.59204,504,"Delaware",39.573744
"Delaware Water G","PA",18327,-75.14261999999999,"","Pennsylvania",40.982028
"Delaware","AR",72835,-93.35469000000001,"","Arkansas",35.299773
"Delaware","IA",52036,-91.34228,"","Iowa",42.473959
"Delaware","NJ",7833,-75.06752,"","New Jersey",40.895451
"Delaware","OH",43015,-83.06968000000001,535,"Ohio",40.295925
"Delaware","OK",74027,-95.63630999999999,"","Oklahoma",36.793303
"Delcambre","LA",70528,-91.98681999999999,642,"Louisiana",29.945707
"Delco","NC",28436,-78.26673,"","North Carolina",34.275453
"Delevan","NY",14042,-78.47302999999999,"","New York",42.474779
"Delhi","CA",95315,-120.77519,866,"California",37.428227
"Delhi","CO",81059,-104.02959,"","Colorado",37.513166
"Delhi","IA",52223,-91.33937,637,"Iowa",42.424914
"Delhi","MN",56283,-95.12732,"","Minnesota",44.540923
"Delia","KS",66418,-95.94736,"","Kansas",39.267478
"Delight","AR",71940,-93.51733,"","Arkansas",34.082845
"Dell City","TX",79837,-105.19353,765,"Texas",31.937024
"Dell Rapids","SD",57022,-96.70684,725,"South Dakota",43.833265
"Dell","AR",72426,-90.04313999999999,"","Arkansas",35.855743
"Dellroy","OH",44620,-81.21163,"","Ohio",40.571372
"Dellslow","WV",26531,-79.89012,"","West Virginia",39.607447
"Delmar","DE",19940,-75.5669,576,"Delaware",38.469655
"Delmar","IA",52037,-90.63216,682,"Iowa",41.967074
"Delmar","MD",21875,-75.56365,576,"Maryland",38.446894
"Delmar","NY",12054,-73.84086000000001,532,"New York",42.614979
"Delmont","NJ",8314,-74.94016000000001,"","New Jersey",39.219301
"Delmont","PA",15626,-79.57266,508,"Pennsylvania",40.409992
"Delmont","SD",57330,-98.16163,725,"South Dakota",43.261271
"Deloit","IA",51441,-95.31482,"","Iowa",42.113042
"Delphi","IN",46923,-86.65297,527,"Indiana",40.597574
"Delphia","KY",41735,-83.08919,"","Kentucky",37.029744
"Delphos","KS",67436,-97.73797999999999,"","Kansas",39.26795
"Delphos","OH",45833,-84.34178,509,"Ohio",40.841409
"Delray Beach","FL",33444,-80.07890999999999,548,"Florida",26.460951
"Delray Beach","FL",33445,-80.10581999999999,"","Florida",26.459571
"Delray Beach","FL",33446,-80.16509000000001,"","Florida",26.452473
"Delray Beach","FL",33483,-80.06516999999999,"","Florida",26.465051
"Delray Beach","FL",33484,-80.1356,"","Florida",26.458152
"Delray","WV",26714,-78.62152,"","West Virginia",39.18253
"Delta City","MS",39061,-90.84298,"","Mississippi",33.075557
"Delta","AL",36258,-85.71409,"","Alabama",33.473789
"Delta","CO",81416,-108.08219,751,"Colorado",38.733901
"Delta","IA",52550,-92.34520999999999,"","Iowa",41.330967
"Delta","OH",43515,-84.00778,547,"Ohio",41.585627
"Delta","PA",17314,-76.33655,"","Pennsylvania",39.746811
"Delta","UT",84624,-112.5433,770,"Utah",39.349079
"Delta","WI",54856,-91.10883,"","Wisconsin",46.433167
"Deltaville","VA",23043,-76.34327,"","Virginia",37.550168
"Delton","MI",49046,-85.39257000000001,563,"Michigan",42.504149
"Deltona","FL",32725,-81.24515,534,"Florida",28.902426
"Deltona","FL",32738,-81.18764,"","Florida",28.910383
"Dema","KY",41859,-82.78203999999999,"","Kentucky",37.392257
"Demarest","NJ",7627,-73.96044000000001,501,"New Jersey",40.955603
"Deming","NM",88030,-107.71282,790,"New Mexico",32.223023
"Demopolis","AL",36732,-87.84520999999999,698,"Alabama",32.495484
"Demorest","GA",30535,-83.55992000000001,524,"Georgia",34.573072
"Demossville","KY",41033,-84.44889000000001,"","Kentucky",38.773111
"Demotte","IN",46310,-87.24265,"","Indiana",41.179017
"Dempster","SD",57234,-96.90648,"","South Dakota",44.587419
"Denair","CA",95316,-120.78463,"","California",37.552329
"Denali National","AK",99755,-148.83396,"","Alaska",63.657441
"Denbo","PA",15429,-79.93389999999999,"","Pennsylvania",40.007062
"Denby","SD",57716,-102.16756,"","South Dakota",43.134526
"Dendron","VA",23839,-76.92155,544,"Virginia",37.079298
"Denham Springs","LA",70706,-90.92758000000001,716,"Louisiana",30.608471
"Denhoff","ND",58430,-100.27173,"","North Dakota",47.581276
"Denio","NV",89404,-118.71295,"","Nevada",41.826461
"Denison","IA",51442,-95.35379,652,"Iowa",42.019336
"Denison","KS",66419,-95.60496000000001,"","Kansas",39.377827
"Denison","TX",75020,-96.57867,657,"Texas",33.754053
"Denison","TX",75021,-96.51427,"","Texas",33.742641
"Denmark","IA",52624,-91.33664,"","Iowa",40.741062
"Denmark","ME",4022,-70.78804,500,"Maine",43.969
"Denmark","SC",29042,-81.14318,520,"South Carolina",33.321406
"Denmark","TN",38391,-89.00984,"","Tennessee",35.560669
"Denmark","WI",54208,-87.79747,658,"Wisconsin",44.358527
"Dennard","AR",72629,-92.54555999999999,"","Arkansas",35.755793
"Dennehotso","AZ",86535,-109.86488,"","Arizona",36.798893
"Dennis Port","MA",2639,-70.13348000000001,"","Massachusetts",41.661115
"Dennis","KS",67341,-95.41692,"","Kansas",37.347626
"Dennis","MA",2638,-70.19183,506,"Massachusetts",41.736684
"Dennis","MS",38838,-88.25935,"","Mississippi",34.552421
"Dennison","IL",62423,-87.57092,"","Illinois",39.452478
"Dennison","OH",44621,-81.31632999999999,510,"Ohio",40.410604
"Denniston","KY",40316,-83.52303000000001,"","Kentucky",37.933123
"Dennysville","ME",4628,-67.2324,537,"Maine",44.894562
"Densmore","KS",67645,-99.91904,"","Kansas",39.609655
"Dent","MN",56528,-95.79661,"","Minnesota",46.528138
"Denton","GA",31532,-82.73595,"","Georgia",31.718382
"Denton","KS",66017,-95.27417,638,"Kansas",39.720911
"Denton","KY",41132,-82.83496,"","Kentucky",38.251159
"Denton","MD",21629,-75.82729999999999,512,"Maryland",38.871895
"Denton","MT",59430,-109.96291,"","Montana",47.316304
"Denton","NE",68339,-96.84873,"","Nebraska",40.739508
"Denton","NC",27239,-80.10517,518,"North Carolina",35.618434
"Denton","TX",76201,-97.13061,623,"Texas",33.226598
"Denton","TX",76205,-97.10375999999999,"","Texas",33.16156
"Denton","TX",76207,-97.16941,"","Texas",33.236827
"Denton","TX",76208,-97.06077999999999,"","Texas",33.198442
"Denver City","TX",79323,-102.84661,651,"Texas",32.976623
"Denver","CO",80202,-104.99699,751,"Colorado",39.751586
"Denver","CO",80203,-104.98306,"","Colorado",39.731286
"Denver","CO",80204,-105.01966,"","Colorado",39.734686
"Denver","CO",80205,-104.96678,"","Colorado",39.758986
"Denver","CO",80206,-104.95243,"","Colorado",39.731237
"Denver","CO",80207,-104.91945,"","Colorado",39.759386
"Denver","CO",80209,-104.96698,"","Colorado",39.706535
"Denver","CO",80210,-104.96473,"","Colorado",39.679437
"Denver","CO",80211,-105.01973,"","Colorado",39.767536
"Denver","CO",80216,-104.96214,"","Colorado",39.784622
"Denver","CO",80218,-104.97133,"","Colorado",39.731237
"Denver","CO",80219,-105.03483,"","Colorado",39.698137
"Denver","CO",80220,-104.91678,"","Colorado",39.734387
"Denver","CO",80223,-104.99999,"","Colorado",39.699156
"Denver","CO",80224,-104.91348,"","Colorado",39.688437
"Denver","CO",80227,-105.09191,"","Colorado",39.668576
"Denver","CO",80230,-104.89627,"","Colorado",39.721763
"Denver","CO",80231,-104.88338,"","Colorado",39.681687
"Denver","CO",80235,-105.08431,"","Colorado",39.648328
"Denver","CO",80236,-105.04089,"","Colorado",39.652454
"Denver","CO",80237,-104.90406,"","Colorado",39.643637
"Denver","CO",80239,-104.83034,"","Colorado",39.788236
"Denver","CO",80246,-104.93113,"","Colorado",39.705318
"Denver","CO",80249,-104.73913,"","Colorado",39.793686
"Denver","CO",80260,-105.00805,"","Colorado",39.868635
"Denver","CO",80264,-104.98563,"","Colorado",39.742486
"Denver","CO",80290,-104.98696,"","Colorado",39.744086
"Denver","CO",80293,-104.99008,"","Colorado",39.746286
"Denver","CO",80294,-104.98948,"","Colorado",39.749436
"Denver","IA",50622,-92.33825,637,"Iowa",42.671132
"Denver","MO",64441,-94.28975,"","Missouri",40.386181
"Denver","NY",12421,-74.54558,"","New York",42.249541
"Denver","NC",28037,-81.00412,517,"North Carolina",35.501448
"Denver","PA",17517,-76.12654999999999,566,"Pennsylvania",40.234392
"Denville","NJ",7834,-74.48703999999999,501,"New Jersey",40.886149
"Deora","CO",81054,-103.18631,"","Colorado",38.037435
"Depauw","IN",47115,-86.22651999999999,"","Indiana",38.350106
"Depew","NY",14043,-78.70059999999999,514,"New York",42.904958
"Depew","OK",74028,-96.53926,"","Oklahoma",35.805114
"Depoe Bay","OR",97341,-124.05729,820,"Oregon",44.821446
"Deport","TX",75435,-95.31828,"","Texas",33.507909
"Deposit","NY",13754,-75.44551,502,"New York",42.076427
"Deptford","NJ",8096,-75.13221,"","New Jersey",39.830313
"Depue","IL",61322,-89.3086,"","Illinois",41.321814
"Deputy","IN",47230,-85.62922,529,"Indiana",38.802781
"Dequincy","LA",70633,-93.41221,"","Louisiana",30.44431
"Derby Line","VT",5830,-72.05857,523,"Vermont",44.985004
"Derby","CT",6418,-73.08432999999999,533,"Connecticut",41.323005
"Derby","IN",47525,-86.55613,"","Indiana",38.031757
"Derby","IA",50068,-93.45659000000001,"","Iowa",40.937432
"Derby","KS",67037,-97.25167,678,"Kansas",37.557434
"Derby","ME",4463,-68.95101,"","Maine",45.241618
"Derby","NY",14047,-78.98151,514,"New York",42.694598
"Derby","VT",5829,-72.09864,"","Vermont",44.945925
"Deridder","LA",70634,-93.27070999999999,"","Louisiana",30.835881
"Dermott","AR",71638,-91.47922,693,"Arkansas",33.525266
"Dermott","TX",79549,-100.95344,"","Texas",32.760229
"Deronda","WI",54001,-92.37857,"","Wisconsin",45.326339
"Derrick City","PA",16727,-78.53541,"","Pennsylvania",41.976763
"Derry","LA",71416,-92.89842,"","Louisiana",31.541077
"Derry","NH",3038,-71.30019,506,"New Hampshire",42.886486
"Derry","NM",87933,-107.28652,"","New Mexico",32.791076
"Derry","PA",15627,-79.30172,508,"Pennsylvania",40.339547
"Derwood","MD",20855,-77.14981,511,"Maryland",39.131705
"Des Allemands","LA",70030,-90.44768999999999,"","Louisiana",29.810193
"Des Arc","AR",72040,-91.52399,693,"Arkansas",34.955641
"Des Arc","MO",63636,-90.60432,"","Missouri",37.292529
"Des Lacs","ND",58733,-101.60981,687,"North Dakota",48.171782
"Des Moines","IA",50309,-93.62004,679,"Iowa",41.585939
"Des Moines","IA",50310,-93.67403,"","Iowa",41.625988
"Des Moines","IA",50312,-93.67355999999999,"","Iowa",41.587039
"Des Moines","IA",50313,-93.61636,"","Iowa",41.637638
"Des Moines","IA",50314,-93.63236999999999,"","Iowa",41.602989
"Des Moines","IA",50315,-93.61904,"","Iowa",41.545089
"Des Moines","IA",50316,-93.59829000000001,"","Iowa",41.606339
"Des Moines","IA",50320,-93.58072,"","Iowa",41.537059
"Des Moines","IA",50321,-93.66189,"","Iowa",41.542789
"Des Moines","NM",88418,-103.74791,634,"New Mexico",36.734124
"Des Moines","WA",98198,-122.315,819,"Washington",47.397521
"Des Peres","MO",63131,-90.43643,609,"Missouri",38.618582
"Des Plaines","IL",60016,-87.89058,602,"Illinois",42.047178
"Descanso","CA",91916,-116.62459,"","California",32.890384
"Desdemona","TX",76445,-98.55194,"","Texas",32.298841
"Desert Hills","AZ",86403,-114.33694,"","Arizona",34.483582
"Desert Hot Sprin","CA",92240,-116.50804,"","California",33.952303
"Desert Hot Springs","CA",92241,-116.38634,804,"California",33.904371
"Desha","AR",72527,-91.68913000000001,"","Arkansas",35.733939
"Deshler","NE",68340,-97.73636,722,"Nebraska",40.135651
"Deshler","OH",43516,-83.89827,"","Ohio",41.211032
"Desloge","MO",63601,-90.53,"","Missouri",37.844197
"Desloge","MO",63624,-90.63961999999999,"","Missouri",37.740163
"Desmet","ID",83824,-116.94417,"","Idaho",47.123919
"Detroit Beach","MI",48161,-83.41669,"","Michigan",41.904793
"Detroit Lakes","MN",56501,-95.8518,724,"Minnesota",46.809965
"Detroit","AL",35552,-88.15461999999999,"","Alabama",34.061266
"Detroit","ME",4929,-69.30376,537,"Maine",44.785927
"Detroit","MI",48201,-83.05879,505,"Michigan",42.343787
"Detroit","MI",48202,-83.07837000000001,"","Michigan",42.375237
"Detroit","MI",48204,-83.14254,"","Michigan",42.365337
"Detroit","MI",48205,-82.98068000000001,"","Michigan",42.433703
"Detroit","MI",48206,-83.10849,"","Michigan",42.375787
"Detroit","MI",48207,-83.02449,"","Michigan",42.352837
"Detroit","MI",48208,-83.08994,"","Michigan",42.348937
"Detroit","MI",48209,-83.11467,"","Michigan",42.307088
"Detroit","MI",48210,-83.12785,"","Michigan",42.338137
"Detroit","MI",48211,-83.04483,"","Michigan",42.379019
"Detroit","MI",48213,-82.99632,"","Michigan",42.395904
"Detroit","MI",48214,-82.99314,"","Michigan",42.368137
"Detroit","MI",48215,-82.95243000000001,"","Michigan",42.378287
"Detroit","MI",48216,-83.07805,"","Michigan",42.328338
"Detroit","MI",48217,-83.15519999999999,"","Michigan",42.277738
"Detroit","MI",48219,-83.24902,"","Michigan",42.425236
"Detroit","MI",48221,-83.14969000000001,"","Michigan",42.426786
"Detroit","MI",48223,-83.24422,"","Michigan",42.394586
"Detroit","MI",48224,-82.94347999999999,"","Michigan",42.410487
"Detroit","MI",48226,-83.04888,"","Michigan",42.331821
"Detroit","MI",48227,-83.1918,"","Michigan",42.388786
"Detroit","MI",48228,-83.21722,"","Michigan",42.355437
"Detroit","MI",48234,-83.04422,"","Michigan",42.432686
"Detroit","MI",48235,-83.19547,"","Michigan",42.427636
"Detroit","MI",48238,-83.14152,"","Michigan",42.396736
"Detroit","MI",48242,-83.35297,"","Michigan",42.20649
"Detroit","OR",97342,-122.08703,"","Oregon",44.727388
"Detroit","TX",75436,-95.26090000000001,"","Texas",33.670159
"Devereux","GA",31087,-83.00646999999999,"","Georgia",33.260235
"Devers","TX",77538,-94.55067,"","Texas",29.981421
"Devils Elbow","MO",65457,-92.05671,"","Missouri",37.829068
"Devils Lake","ND",58301,-98.87752,724,"North Dakota",48.122688
"Devils Tower","WY",82714,-104.68992,"","Wyoming",44.553925
"Devine","TX",78016,-98.93300000000001,641,"Texas",29.158899
"Devol","OK",73531,-98.54891000000001,"","Oklahoma",34.209826
"Devon","PA",19333,-75.42174,504,"Pennsylvania",40.044858
"Devonia","TN",37710,-84.28968,"","Tennessee",36.15231
"Dewar","IA",50623,-92.21802,"","Iowa",42.526943
"Dewar","OK",74431,-95.94597,671,"Oklahoma",35.458946
"Dewart","PA",17730,-76.87893,"","Pennsylvania",41.109525
"Deweese","NE",68934,-98.15079,"","Nebraska",40.34357
"Dewey Beach","DE",19971,-75.09677000000001,"","Delaware",38.711512
"Dewey","AZ",86327,-112.20644,753,"Arizona",34.533237
"Dewey","IL",61840,-88.30526,"","Illinois",40.310244
"Dewey","OK",74029,-95.92617,671,"Oklahoma",36.808722
"Deweyville","TX",77614,-93.74329,"","Texas",30.293684
"Deweyville","UT",84309,-112.08846,"","Utah",41.714101
"Dewitt","IL",61735,-88.79575,"","Illinois",40.193547
"Dewitt","KY",40930,-83.739,"","Kentucky",36.855044
"Dewitt","MI",48820,-84.58611999999999,"","Michigan",42.842438
"Dewitt","VA",23840,-77.6675,"","Virginia",37.066833
"Dewittville","NY",14728,-79.43348,"","New York",42.258967
"Dewy Rose","GA",30634,-82.94112,"","Georgia",34.212836
"Dexter City","OH",45727,-81.47113,554,"Ohio",39.649854
"Dexter","GA",31019,-83.05632,503,"Georgia",32.427633
"Dexter","IA",50070,-94.23784999999999,679,"Iowa",41.488275
"Dexter","KS",67038,-96.7426,"","Kansas",37.150816
"Dexter","KY",42036,-88.24594,"","Kentucky",36.731901
"Dexter","ME",4930,-69.29725000000001,537,"Maine",45.023476
"Dexter","MI",48130,-83.89906999999999,505,"Michigan",42.344837
"Dexter","MN",55926,-92.70851999999999,"","Minnesota",43.731945
"Dexter","MO",63841,-89.97427999999999,632,"Missouri",36.784453
"Dexter","NM",88230,-104.3334,"","New Mexico",33.244151
"Dexter","NY",13634,-76.05710999999999,"","New York",44.015332
"Dexter","OH",45741,-82.244,"","Ohio",39.07348
"Dexter","OR",97431,-122.81992,"","Oregon",43.892577
"Diagonal","IA",50845,-94.33601,679,"Iowa",40.814077
"Dialville","TX",75785,-95.16761,"","Texas",31.79364
"Diamond Bar","CA",91765,-117.81673,803,"California",34.004172
"Diamond Bar","CA",91789,-117.85438,"","California",34.018361
"Diamond City","AR",72630,-92.91701999999999,"","Arkansas",36.461305
"Diamond Lake","OR",97731,-121.88616,"","Oregon",43.189824
"Diamond Point","NY",12824,-73.69776,"","New York",43.50964
"Diamond Springs","CA",95619,-120.82071,862,"California",38.689067
"Diamond","MO",64840,-94.32419,603,"Missouri",37.002574
"Diamond","OH",44412,-81.00605,510,"Ohio",41.099351
"Diamond","OR",97722,-118.68196,820,"Oregon",42.965788
"Diamond","WV",25015,-81.5151,"","West Virginia",38.224918
"Diamondhead","MS",39520,-89.40705,622,"Mississippi",30.304327
"Diamondhead","MS",39525,-89.36958,"","Mississippi",30.382544
"Diamondville","WY",83116,-110.53868,770,"Wyoming",41.779266
"Diana","WV",26217,-80.45950000000001,"","West Virginia",38.60286
"Diaz","AR",72043,-91.26187,"","Arkansas",35.633263
"Dibble","OK",73031,-97.62801,"","Oklahoma",35.027
"Diboll","TX",75941,-94.77725,709,"Texas",31.195633
"Dice","KY",41736,-83.23714,"","Kentucky",37.370521
"Dickel","TN",37388,-86.21484,"","Tennessee",35.357522
"Dickens","IA",51333,-95.00964999999999,624,"Iowa",43.133063
"Dickens","NE",69132,-100.96318,"","Nebraska",40.808779
"Dickens","TX",79229,-100.75517,651,"Texas",33.654512
"Dickerson Run","PA",15430,-79.66088999999999,"","Pennsylvania",40.040653
"Dickerson","MD",20842,-77.41699,"","Maryland",39.22086
"Dickey","ND",58431,-98.48352,724,"North Dakota",46.522016
"Dickeyville","WI",53808,-90.5939,"","Wisconsin",42.627951
"Dickinson Center","NY",12930,-74.53485000000001,"","New York",44.731571
"Dickinson","AL",36436,-87.645,"","Alabama",31.756797
"Dickson City","PA",18519,-75.62478,577,"Pennsylvania",41.46213
"Dickson","TN",37055,-87.40831,659,"Tennessee",36.065779
"Dierks","AR",71833,-94.03785999999999,"","Arkansas",34.152505
"Dieterich","IL",62424,-88.428,648,"Illinois",39.01077
"Dietrich","ID",83324,-114.2441,760,"Idaho",42.883302
"Diggs","VA",23045,-76.26844,"","Virginia",37.426154
"Dighton","MA",2715,-71.13633,521,"Massachusetts",41.811514
"Dike","IA",50624,-92.66182999999999,637,"Iowa",42.463161
"Dike","TX",75437,-95.47125,"","Texas",33.253911
"Dill City","OK",73641,-99.18162,"","Oklahoma",35.26727
"Dille","WV",26617,-80.83069,"","West Virginia",38.49119
"Diller","NE",68342,-96.93428,722,"Nebraska",40.105725
"Dilley","TX",78017,-99.23388,641,"Texas",28.728991
"Dilliner","PA",15327,-79.95226,"","Pennsylvania",39.754889
"Dillon Beach","CA",94929,-122.95916,"","California",38.246611
"Dillon","MT",59725,-112.77411,754,"Montana",45.146179
"Dillon","SC",29536,-79.36512,570,"South Carolina",34.413907
"Dillonvale","OH",43917,-80.78094,"","Ohio",40.212067
"Dillsboro","IN",47018,-85.06601000000001,515,"Indiana",38.992471
"Dillsboro","NC",28725,-83.25321,"","North Carolina",35.36852
"Dillsburg","PA",17019,-77.02628,566,"Pennsylvania",40.093968
"Dilltown","PA",15929,-79.00063,"","Pennsylvania",40.467684
"Dilworth","MN",56529,-96.70242,724,"Minnesota",46.878062
"Dime Box","TX",77853,-96.85437,"","Texas",30.3555
"Dimmitt","TX",79027,-102.37108,634,"Texas",34.539266
"Dimock","PA",18816,-75.89424,"","Pennsylvania",41.747232
"Dimock","SD",57331,-98.04772,"","South Dakota",43.481227
"Dimondale","MI",48821,-84.64772000000001,551,"Michigan",42.645985
"Dingess","WV",25671,-82.21671000000001,"","West Virginia",37.863118
"Dingmans Ferry","PA",18328,-74.95917,"","Pennsylvania",41.241889
"Dinosaur","CO",81610,-108.76266,751,"Colorado",40.334542
"Dinuba","CA",93618,-119.38887,866,"California",36.538017
"Dinwiddie","VA",23841,-77.56349,556,"Virginia",37.055849
"Disney","OK",74340,-94.98452,"","Oklahoma",36.48721
"Disputanta","VA",23842,-77.23281,556,"Virginia",37.126708
"Distant","PA",16223,-79.37922,"","Pennsylvania",40.954782
"District Heights","MD",20747,-76.88621000000001,511,"Maryland",38.855479
"Dittmer","MO",63023,-90.70519,609,"Missouri",38.280328
"Divide","CO",80814,-105.18746,752,"Colorado",38.927344
"Divide","MT",59727,-112.77595,"","Montana",45.794048
"Dix Hills","NY",11746,-73.37553,501,"New York",40.821698
"Dix","IL",62830,-88.96888,"","Illinois",38.441538
"Dix","NE",69133,-103.47126,"","Nebraska",41.207381
"Dixfield","ME",4224,-70.41383,500,"Maine",44.555583
"Dixie","GA",31629,-83.69126,"","Georgia",30.802821
"Dixie","ID",83525,-115.25273,"","Idaho",45.920694
"Dixie","KY",41017,-84.56801,"","Kentucky",39.036361
"Dixie","LA",71107,-93.8305,"","Louisiana",32.56443
"Dixie","WA",99329,-118.15325,810,"Washington",46.138753
"Dixie","WV",25059,-81.19696999999999,"","West Virginia",38.260339
"Dixmont","ME",4932,-69.12479999999999,"","Maine",44.689677
"Dixon Springs","TN",37057,-86.04134999999999,"","Tennessee",36.389736
"Dixon","IL",61021,-89.47636,610,"Illinois",41.843702
"Dixon","KY",42409,-87.69701000000001,649,"Kentucky",37.52165
"Dixon","MO",65459,-92.09833,619,"Missouri",37.990962
"Dixon","MT",59831,-114.37296,"","Montana",47.291275
"Dixon","NE",68732,-96.98116,"","Nebraska",42.459805
"Dixon","NM",87527,-105.84161,"","New Mexico",36.1566
"Dixon","SD",57533,-99.42095999999999,"","South Dakota",43.229236
"Dixon","WY",82323,-107.53257,"","Wyoming",41.034747
"Dixons Mills","AL",36736,-87.77893,698,"Alabama",32.069338
"Dixonville","PA",15734,-79.00688,"","Pennsylvania",40.717399
"Dobbin","TX",77333,-95.77833,"","Texas",30.353346
"Dobbins","CA",95935,-121.21763,"","California",39.381883
"Dobbs Ferry","NY",10522,-73.86602000000001,501,"New York",41.012729
"Dobson","NC",27017,-80.72296,518,"North Carolina",36.367258
"Docena","AL",35060,-86.92968,"","Alabama",33.559455
"Dodd City","TX",75438,-96.07311,623,"Texas",33.595318
"Doddridge","AR",71834,-93.95261000000001,"","Arkansas",33.09863
"Doddsville","MS",38736,-90.49849,"","Mississippi",33.65327
"Dodge Center","MN",55927,-92.86903,611,"Minnesota",44.026272
"Dodge City","KS",67801,-100.02632,678,"Kansas",37.755267
"Dodge","NE",68633,-96.89662,652,"Nebraska",41.706209
"Dodge","ND",58625,-102.18789,"","North Dakota",47.252561
"Dodge","TX",77334,-95.36879999999999,"","Texas",30.758511
"Dodge","WI",54625,-91.52601,"","Wisconsin",44.130528
"Dodgeville","MI",49921,-88.57894,"","Michigan",47.093922
"Dodgeville","WI",53533,-90.14404,669,"Wisconsin",42.974296
"Dodson","LA",71422,-92.63979,"","Louisiana",32.08115
"Dodson","MT",59524,-108.37109,"","Montana",48.148715
"Dodson","TX",79230,-100.06623,"","Texas",34.698438
"Doe Hill","VA",24433,-79.44072,"","Virginia",38.443961
"Doe Run","MO",63637,-90.51428,"","Missouri",37.73411
"Doerun","GA",31744,-83.90937,"","Georgia",31.325004
"Dogpatch","AR",72648,-93.12978,"","Arkansas",36.083655
"Dogwood","TX",75979,-94.40671,"","Texas",30.768601
"Dola","OH",45835,-83.70007,535,"Ohio",40.768846
"Dolan Springs","AZ",86441,-114.30203,"","Arizona",35.607935
"Doland","SD",57436,-98.08875999999999,725,"South Dakota",44.863792
"Dolgeville","NY",13329,-74.74379,526,"New York",43.11545
"Dollar Bay","MI",49922,-88.48180000000001,553,"Michigan",47.122751
"Dollarway","AR",71602,-92.09592000000001,"","Arkansas",34.261359
"Dolliver","IA",50531,-94.61632,"","Iowa",43.465883
"Dollville","IL",62571,-88.95587999999999,"","Illinois",39.385344
"Dolomite","AL",35061,-86.95735999999999,"","Alabama",33.462541
"Dolores","CO",81323,-108.45204,790,"Colorado",37.515311
"Dolph","AR",72528,-92.12962,"","Arkansas",36.245162
"Dolphin","VA",23843,-77.80682,"","Virginia",36.848712
"Dolton","IL",60419,-87.59865000000001,602,"Illinois",41.626839
"Dolton","SD",57319,-97.45466999999999,"","South Dakota",43.548586
"Dona Vista","FL",32784,-81.70621,"","Florida",28.948549
"Donahue","IA",52746,-90.68747999999999,"","Iowa",41.712643
"Donald","OR",97020,-122.83989,"","Oregon",45.224154
"Donaldson","AR",71941,-92.95971,"","Arkansas",34.254277
"Donaldson","IN",46513,-86.44544999999999,588,"Indiana",41.361567
"Donaldson","MN",56720,-96.89632,"","Minnesota",48.574128
"Donaldson","PA",17981,-76.39579000000001,"","Pennsylvania",40.632681
"Donaldsonville","LA",70346,-91.00104,716,"Louisiana",30.103905
"Donalsonville","GA",31745,-84.87703,530,"Georgia",30.974364
"Donegal","PA",15628,-79.38106000000001,"","Pennsylvania",40.108585
"Dongola","IL",62926,-89.15783,632,"Illinois",37.363981
"Donie","TX",75838,-96.22212,"","Texas",31.476671
"Doniphan","NE",68832,-98.38794,722,"Nebraska",40.763643
"Donna","TX",78537,-98.05568,636,"Texas",26.165352
"Donnellson","IL",62019,-89.46415,"","Illinois",39.017877
"Donnellson","IA",52625,-91.57393,717,"Iowa",40.675175
"Donnelly","ID",83615,-116.05992,"","Idaho",44.699961
"Donnelly","MN",56235,-96.01767,"","Minnesota",45.697239
"Donnybrook","ND",58734,-101.96379,"","North Dakota",48.506446
"Donora","PA",15033,-79.86138,508,"Pennsylvania",40.176375
"Donovan","IL",60931,-87.60159,648,"Illinois",40.876303
"Doon","IA",51235,-96.22202,725,"Iowa",43.291936
"Dora","AL",35062,-87.0361,"","Alabama",33.731278
"Dora","MO",65637,-92.17819,619,"Missouri",36.753498
"Dora","NM",88115,-103.35459,634,"New Mexico",33.931311
"Dorado","PR",646,-66.27688999999999,"","Puerto Rico",18.442798
"Doran","MN",56522,-96.40018999999999,"","Minnesota",46.130213
"Doran","VA",24612,-81.84119,559,"Virginia",37.091572
"Doraville","GA",30340,-84.25367,524,"Georgia",33.899381
"Dorcas","WV",26847,-79.13703,"","West Virginia",38.959188
"Dorchester","IL",62033,-89.8288,"","Illinois",39.127717
"Dorchester","IA",52140,-91.53337999999999,"","Iowa",43.442183
"Dorchester","MA",2121,-71.08127,"","Massachusetts",42.307448
"Dorchester","MA",2122,-71.05454,"","Massachusetts",42.296298
"Dorchester","MA",2124,-71.07156000000001,"","Massachusetts",42.28713
"Dorchester","MA",2125,-71.05811,"","Massachusetts",42.316852
"Dorchester","NE",68343,-97.13139,"","Nebraska",40.632861
"Dorchester","NJ",8316,-74.97546,"","New Jersey",39.274714
"Dorchester","SC",29437,-80.41593,519,"South Carolina",33.144807
