City,State,DMA Region,DMA Region Code,Criteria ID
Anchorage,Alaska,"Anchorage, AK",743,1012873
Anderson,Alaska,"Fairbanks, AK",745,1012874
Angoon,Alaska,"Juneau, AK",747,1012875
Atqasuk,Alaska,"Fairbanks, AK",745,1012876
Barrow,Alaska,"Fairbanks, AK",745,1012877
Bethel,Alaska,"Anchorage, AK",743,1012878
Clear,Alaska,"Fairbanks, AK",745,1012879
Cordova,Alaska,"Anchorage, AK",743,1012880
Craig,Alaska,"Juneau, AK",747,1012881
Delta Junction,Alaska,"Fairbanks, AK",745,1012882
Dillingham,Alaska,"Anchorage, AK",743,1012883
Eagle River,Alaska,"Anchorage, AK",743,1012884
Eielson Air Force Base,Alaska,"Fairbanks, AK",745,1012885
Elmendorf Air Force Base,Alaska,"Anchorage, AK",743,1012886
Fairbanks,Alaska,"Fairbanks, AK",745,1012887
Galena,Alaska,"Fairbanks, AK",745,1012888
Glennallen,Alaska,"Anchorage, AK",743,1012890
Gustavus,Alaska,"Juneau, AK",747,1012891
Haines,Alaska,"Juneau, AK",747,1012892
Healy,Alaska,"Fairbanks, AK",745,1012893
Homer,Alaska,"Anchorage, AK",743,1012894
Hoonah,Alaska,"Juneau, AK",747,1012895
Juneau,Alaska,"Juneau, AK",747,1012896
Kenai,Alaska,"Anchorage, AK",743,1012897
Ketchikan,Alaska,"Juneau, AK",747,1012898
Klawock,Alaska,"Juneau, AK",747,1012899
Kodiak,Alaska,"Anchorage, AK",743,1012900
Kotzebue,Alaska,"Fairbanks, AK",745,1012901
McGrath,Alaska,"Fairbanks, AK",745,1012902
Metlakatla,Alaska,"Juneau, AK",747,1012903
Mountain Village,Alaska,"Anchorage, AK",743,1012904
Nikiski,Alaska,"Anchorage, AK",743,1012905
Nome,Alaska,"Fairbanks, AK",745,1012906
North Pole,Alaska,"Fairbanks, AK",745,1012907
Palmer,Alaska,"Anchorage, AK",743,1012908
Pelican,Alaska,"Juneau, AK",747,1012909
Petersburg,Alaska,"Juneau, AK",747,1012910
Port Lions,Alaska,"Anchorage, AK",743,1012911
Seward,Alaska,"Anchorage, AK",743,1012912
Sitka,Alaska,"Juneau, AK",747,1012913
Skagway,Alaska,"Juneau, AK",747,1012914
Soldotna,Alaska,"Anchorage, AK",743,1012915
Tanacross,Alaska,"Fairbanks, AK",745,1012917
Thorne Bay,Alaska,"Juneau, AK",747,1012918
Tok,Alaska,"Fairbanks, AK",745,1012919
Tununak,Alaska,"Anchorage, AK",743,1012920
Unalaska,Alaska,"Anchorage, AK",743,1012921
Valdez,Alaska,"Anchorage, AK",743,1012922
Wasilla,Alaska,"Anchorage, AK",743,1012923
Whittier,Alaska,"Anchorage, AK",743,1012924
Wrangell,Alaska,"Juneau, AK",747,1012925
Yakutat,Alaska,"Juneau, AK",747,1012926
College,Alaska,"Fairbanks, AK",745,9051751
Knik-Fairview,Alaska,"Anchorage, AK",743,9052248
Kongiganak,Alaska,"Anchorage, AK",743,9052249
Point MacKenzie,Alaska,"Anchorage, AK",743,9052695
Abbeville,Alabama,"Dothan, AL",606,1012927
Adamsville,Alabama,"Birmingham, AL",630,1012928
Addison,Alabama,"Birmingham, AL",630,1012929
Adger,Alabama,"Birmingham, AL",630,1012930
Alabaster,Alabama,"Birmingham, AL",630,1012931
Albertville,Alabama,"Huntsville-Decatur (Florence), AL",691,1012932
Alexander City,Alabama,"Montgomery (Selma), AL",698,1012933
Alexandria,Alabama,"Birmingham, AL",630,1012934
Allgood,Alabama,"Birmingham, AL",630,1012935
Alpine,Alabama,"Birmingham, AL",630,1012936
Andalusia,Alabama,"Montgomery (Selma), AL",698,1012937
Anniston,Alabama,"Birmingham, AL",630,1012938
Arab,Alabama,"Huntsville-Decatur (Florence), AL",691,1012939
Arlington,Alabama,"Montgomery (Selma), AL",698,1012940
Ashford,Alabama,"Dothan, AL",606,1012941
Ashland,Alabama,"Birmingham, AL",630,1012942
Ashville,Alabama,"Birmingham, AL",630,1012943
Athens,Alabama,"Huntsville-Decatur (Florence), AL",691,1012944
Atmore,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012945
Attalla,Alabama,"Birmingham, AL",630,1012946
Auburn,Alabama,"Columbus, GA",522,1012947
Autaugaville,Alabama,"Montgomery (Selma), AL",698,1012949
Axis,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012950
Bay Minette,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012951
Berry,Alabama,"Birmingham, AL",630,1012952
Bessemer,Alabama,"Birmingham, AL",630,1012953
Birmingham,Alabama,"Birmingham, AL",630,1012954
Blountsville,Alabama,"Birmingham, AL",630,1012955
Boaz,Alabama,"Huntsville-Decatur (Florence), AL",691,1012956
Bremen,Alabama,"Birmingham, AL",630,1012957
Brewton,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012958
Brookwood,Alabama,"Birmingham, AL",630,1012959
Brownsboro,Alabama,"Huntsville-Decatur (Florence), AL",691,1012960
Bucks,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012961
Buhl,Alabama,"Birmingham, AL",630,1012962
Butler,Alabama,"Meridian, MS",711,1012963
Calera,Alabama,"Birmingham, AL",630,1012964
Camden,Alabama,"Montgomery (Selma), AL",698,1012966
Carrollton,Alabama,"Birmingham, AL",630,1012967
Centre,Alabama,"Birmingham, AL",630,1012968
Centreville,Alabama,"Birmingham, AL",630,1012969
Chapman,Alabama,"Montgomery (Selma), AL",698,1012970
Chelsea,Alabama,"Birmingham, AL",630,1012971
Cherokee,Alabama,"Huntsville-Decatur (Florence), AL",691,1012972
Childersburg,Alabama,"Birmingham, AL",630,1012973
Clanton,Alabama,"Birmingham, AL",630,1012974
Clayton,Alabama,"Columbus, GA",522,1012975
Clio,Alabama,"Columbus, GA",522,1012976
Coffeeville,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012977
Columbia,Alabama,"Dothan, AL",606,1012978
Columbiana,Alabama,"Birmingham, AL",630,1012979
Cottondale,Alabama,"Birmingham, AL",630,1012980
Cottonwood,Alabama,"Dothan, AL",606,1012981
Cowarts,Alabama,"Dothan, AL",606,1012982
Creola,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012983
Crossville,Alabama,"Huntsville-Decatur (Florence), AL",691,1012984
Cullman,Alabama,"Birmingham, AL",630,1012985
Daleville,Alabama,"Dothan, AL",606,1012986
Daphne,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012987
Dauphin Island,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012988
Deatsville,Alabama,"Montgomery (Selma), AL",698,1012989
Decatur,Alabama,"Huntsville-Decatur (Florence), AL",691,1012990
Demopolis,Alabama,"Montgomery (Selma), AL",698,1012991
Dixons Mills,Alabama,"Montgomery (Selma), AL",698,1012992
Dothan,Alabama,"Dothan, AL",606,1012993
Eastaboga,Alabama,"Birmingham, AL",630,1012994
Eclectic,Alabama,"Montgomery (Selma), AL",698,1012995
Eight Mile,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012996
Elba,Alabama,"Dothan, AL",606,1012997
Elberta,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1012998
Enterprise,Alabama,"Dothan, AL",606,1012999
Eufaula,Alabama,"Columbus, GA",522,1013000
Eutaw,Alabama,"Birmingham, AL",630,1013001
Evergreen,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013002
Excel,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013003
Fairfield,Alabama,"Birmingham, AL",630,1013004
Fairhope,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013005
Fayette,Alabama,"Birmingham, AL",630,1013006
Florence,Alabama,"Huntsville-Decatur (Florence), AL",691,1013007
Foley,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013008
Fruitdale,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013009
Fort Deposit,Alabama,"Montgomery (Selma), AL",698,1013010
Fort Payne,Alabama,"Huntsville-Decatur (Florence), AL",691,1013011
Fort Rucker,Alabama,"Dothan, AL",606,1013012
Fulton,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013013
Fultondale,Alabama,"Birmingham, AL",630,1013014
Gadsden,Alabama,"Birmingham, AL",630,1013015
Gardendale,Alabama,"Birmingham, AL",630,1013016
Geneva,Alabama,"Dothan, AL",606,1013017
Glenwood,Alabama,"Montgomery (Selma), AL",698,1013018
Goodwater,Alabama,"Birmingham, AL",630,1013019
Gordo,Alabama,"Birmingham, AL",630,1013020
Grand Bay,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013021
Graysville,Alabama,"Birmingham, AL",630,1013022
Greensboro,Alabama,"Birmingham, AL",630,1013023
Greenville,Alabama,"Montgomery (Selma), AL",698,1013024
Grove Hill,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013025
Guin,Alabama,"Birmingham, AL",630,1013026
Gulf Shores,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013027
Guntersville,Alabama,"Huntsville-Decatur (Florence), AL",691,1013028
Haleyville,Alabama,"Birmingham, AL",630,1013029
Hamilton,Alabama,"Birmingham, AL",630,1013030
Hanceville,Alabama,"Birmingham, AL",630,1013031
Hartselle,Alabama,"Huntsville-Decatur (Florence), AL",691,1013032
Hatchechubbee,Alabama,"Columbus, GA",522,1013033
Hayden,Alabama,"Birmingham, AL",630,1013034
Hayneville,Alabama,"Montgomery (Selma), AL",698,1013035
Hazel Green,Alabama,"Huntsville-Decatur (Florence), AL",691,1013036
Headland,Alabama,"Dothan, AL",606,1013037
Heflin,Alabama,"Atlanta, GA",524,1013038
Helena,Alabama,"Birmingham, AL",630,1013039
Hodges,Alabama,"Huntsville-Decatur (Florence), AL",691,1013040
Hope Hull,Alabama,"Montgomery (Selma), AL",698,1013041
Huntsville,Alabama,"Huntsville-Decatur (Florence), AL",691,1013042
Huxford,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013043
Ider,Alabama,"Huntsville-Decatur (Florence), AL",691,1013044
Jack,Alabama,"Dothan, AL",606,1013045
Jackson,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013046
Jacksonville,Alabama,"Birmingham, AL",630,1013047
Jasper,Alabama,"Birmingham, AL",630,1013048
Jefferson,Alabama,"Montgomery (Selma), AL",698,1013049
Kellyton,Alabama,"Birmingham, AL",630,1013050
Killen,Alabama,"Huntsville-Decatur (Florence), AL",691,1013051
Laceys Spring,Alabama,"Huntsville-Decatur (Florence), AL",691,1013052
La Fayette,Alabama,"Columbus, GA",522,1013053
Lanett,Alabama,"Columbus, GA",522,1013054
Leeds,Alabama,"Birmingham, AL",630,1013055
Leesburg,Alabama,"Birmingham, AL",630,1013056
Lillian,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013057
Lincoln,Alabama,"Birmingham, AL",630,1013058
Linden,Alabama,"Montgomery (Selma), AL",698,1013059
Lineville,Alabama,"Birmingham, AL",630,1013060
Livingston,Alabama,"Meridian, MS",711,1013061
Loachapoka,Alabama,"Columbus, GA",522,1013062
Locust Fork,Alabama,"Birmingham, AL",630,1013063
Loxley,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013064
Luverne,Alabama,"Montgomery (Selma), AL",698,1013065
Madison,Alabama,"Huntsville-Decatur (Florence), AL",691,1013066
Marion,Alabama,"Montgomery (Selma), AL",698,1013067
Mathews,Alabama,"Montgomery (Selma), AL",698,1013068
Millport,Alabama,"Columbus-Tupelo-West Point, MS",673,1013069
Millry,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013070
Mobile,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013071
Monroeville,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013072
Montevallo,Alabama,"Birmingham, AL",630,1013073
Montgomery,Alabama,"Montgomery (Selma), AL",698,1013074
Montrose,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013075
Morris,Alabama,"Birmingham, AL",630,1013076
Moulton,Alabama,"Huntsville-Decatur (Florence), AL",691,1013077
Munford,Alabama,"Birmingham, AL",630,1013078
Muscle Shoals,Alabama,"Huntsville-Decatur (Florence), AL",691,1013079
New Brockton,Alabama,"Dothan, AL",606,1013080
New Market,Alabama,"Huntsville-Decatur (Florence), AL",691,1013081
Newton,Alabama,"Dothan, AL",606,1013082
Newville,Alabama,"Dothan, AL",606,1013083
Normal,Alabama,"Huntsville-Decatur (Florence), AL",691,1013084
Northport,Alabama,"Birmingham, AL",630,1013085
Notasulga,Alabama,"Montgomery (Selma), AL",698,1013086
Oakman,Alabama,"Birmingham, AL",630,1013087
Oneonta,Alabama,"Birmingham, AL",630,1013088
Opelika,Alabama,"Columbus, GA",522,1013089
Opp,Alabama,"Montgomery (Selma), AL",698,1013090
Orange Beach,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013091
Oxford,Alabama,"Birmingham, AL",630,1013092
Ozark,Alabama,"Dothan, AL",606,1013093
Paint Rock,Alabama,"Huntsville-Decatur (Florence), AL",691,1013094
Pelham,Alabama,"Birmingham, AL",630,1013095
Pell City,Alabama,"Birmingham, AL",630,1013096
Pennington,Alabama,"Meridian, MS",711,1013097
Perdue Hill,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013098
Phenix City,Alabama,"Columbus, GA",522,1013099
Piedmont,Alabama,"Birmingham, AL",630,1013100
Pike Road,Alabama,"Montgomery (Selma), AL",698,1013101
Pine Hill,Alabama,"Montgomery (Selma), AL",698,1013102
Pinson,Alabama,"Birmingham, AL",630,1013103
Pleasant Grove,Alabama,"Birmingham, AL",630,1013104
Prattville,Alabama,"Montgomery (Selma), AL",698,1013105
Quinton,Alabama,"Birmingham, AL",630,1013106
Ragland,Alabama,"Birmingham, AL",630,1013107
Rainbow City,Alabama,"Birmingham, AL",630,1013108
Rainsville,Alabama,"Huntsville-Decatur (Florence), AL",691,1013109
Ramer,Alabama,"Montgomery (Selma), AL",698,1013110
Red Bay,Alabama,"Huntsville-Decatur (Florence), AL",691,1013111
Reform,Alabama,"Birmingham, AL",630,1013112
Roanoke,Alabama,"Atlanta, GA",524,1013113
Robertsdale,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013114
Russellville,Alabama,"Huntsville-Decatur (Florence), AL",691,1013115
Rutledge,Alabama,"Montgomery (Selma), AL",698,1013116
Saginaw,Alabama,"Birmingham, AL",630,1013117
Saraland,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013118
Scottsboro,Alabama,"Huntsville-Decatur (Florence), AL",691,1013119
Selma,Alabama,"Montgomery (Selma), AL",698,1013120
Semmes,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013121
Shannon,Alabama,"Birmingham, AL",630,1013122
Sheffield,Alabama,"Huntsville-Decatur (Florence), AL",691,1013123
Shelby,Alabama,"Birmingham, AL",630,1013124
Spanish Fort,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013125
Springville,Alabama,"Birmingham, AL",630,1013126
Sulligent,Alabama,"Columbus-Tupelo-West Point, MS",673,1013127
Sumiton,Alabama,"Birmingham, AL",630,1013128
Summerdale,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013129
Sycamore,Alabama,"Birmingham, AL",630,1013130
Sylacauga,Alabama,"Birmingham, AL",630,1013131
Talladega,Alabama,"Birmingham, AL",630,1013132
Tallassee,Alabama,"Montgomery (Selma), AL",698,1013133
Theodore,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013134
Thomasville,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,1013135
Toney,Alabama,"Huntsville-Decatur (Florence), AL",691,1013136
Troy,Alabama,"Montgomery (Selma), AL",698,1013137
Trussville,Alabama,"Birmingham, AL",630,1013138
Tuscaloosa,Alabama,"Birmingham, AL",630,1013139
Tuscumbia,Alabama,"Huntsville-Decatur (Florence), AL",691,1013140
Tuskegee,Alabama,"Montgomery (Selma), AL",698,1013141
Union Springs,Alabama,"Montgomery (Selma), AL",698,1013143
Valley,Alabama,"Columbus, GA",522,1013144
Vernon,Alabama,"Columbus-Tupelo-West Point, MS",673,1013145
Vinemont,Alabama,"Birmingham, AL",630,1013146
Wadley,Alabama,"Atlanta, GA",524,1013147
Walnut Grove,Alabama,"Birmingham, AL",630,1013148
Warrior,Alabama,"Birmingham, AL",630,1013149
Webb,Alabama,"Dothan, AL",606,1013150
Wedowee,Alabama,"Atlanta, GA",524,1013151
Wetumpka,Alabama,"Montgomery (Selma), AL",698,1013152
Winfield,Alabama,"Birmingham, AL",630,1013153
York,Alabama,"Meridian, MS",711,1013154
Ardmore,Alabama,"Huntsville-Decatur (Florence), AL",691,9051520
Blue Ridge,Alabama,"Montgomery (Selma), AL",698,9051609
Chatom,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,9051719
Dadeville,Alabama,"Montgomery (Selma), AL",698,9051804
Florala,Alabama,"Montgomery (Selma), AL",698,9051952
Forestdale,Alabama,"Birmingham, AL",630,9051965
Grant,Alabama,"Huntsville-Decatur (Florence), AL",691,9052049
Harvest,Alabama,"Huntsville-Decatur (Florence), AL",691,9052111
Henagar,Alabama,"Huntsville-Decatur (Florence), AL",691,9052119
Homewood,Alabama,"Birmingham, AL",630,9052152
Hoover,Alabama,"Birmingham, AL",630,9052156
Hueytown,Alabama,"Birmingham, AL",630,9052172
Irondale,Alabama,"Birmingham, AL",630,9052189
Millbrook,Alabama,"Montgomery (Selma), AL",698,9052440
Moody,Alabama,"Birmingham, AL",630,9052472
Mountain Brook,Alabama,"Birmingham, AL",630,9052491
New Hope,Alabama,"Huntsville-Decatur (Florence), AL",691,9052514
Redstone Arsenal,Alabama,"Huntsville-Decatur (Florence), AL",691,9052737
Smiths Station,Alabama,"Columbus, GA",522,9052860
Tarrant,Alabama,"Birmingham, AL",630,9052960
Tillmans Corner,Alabama,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686,9052986
Vestavia Hills,Alabama,"Birmingham, AL",630,9053049
Adona,Arkansas,"Little Rock-Pine Bluff, AR",693,1013156
Alexander,Arkansas,"Little Rock-Pine Bluff, AR",693,1013157
Alma,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013158
Altheimer,Arkansas,"Little Rock-Pine Bluff, AR",693,1013159
Amity,Arkansas,"Little Rock-Pine Bluff, AR",693,1013160
Arkadelphia,Arkansas,"Little Rock-Pine Bluff, AR",693,1013161
Armorel,Arkansas,"Memphis, TN",640,1013162
Ash Flat,Arkansas,"Jonesboro, AR",734,1013163
Ashdown,Arkansas,"Shreveport, LA",612,1013164
Augusta,Arkansas,"Little Rock-Pine Bluff, AR",693,1013165
Bald Knob,Arkansas,"Little Rock-Pine Bluff, AR",693,1013166
Barling,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013167
Batesville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013168
Bauxite,Arkansas,"Little Rock-Pine Bluff, AR",693,1013169
Bay,Arkansas,"Jonesboro, AR",734,1013170
Beebe,Arkansas,"Little Rock-Pine Bluff, AR",693,1013171
Bella Vista,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013172
Benton,Arkansas,"Little Rock-Pine Bluff, AR",693,1013173
Bentonville,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013174
Berryville,Arkansas,"Springfield, MO",619,1013175
Bigelow,Arkansas,"Little Rock-Pine Bluff, AR",693,1013176
Blytheville,Arkansas,"Memphis, TN",640,1013177
Booneville,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013178
Bradford,Arkansas,"Little Rock-Pine Bluff, AR",693,1013179
Branch,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013180
Brinkley,Arkansas,"Little Rock-Pine Bluff, AR",693,1013181
Brockwell,Arkansas,"Little Rock-Pine Bluff, AR",693,1013182
Brookland,Arkansas,"Jonesboro, AR",734,1013183
Bryant,Arkansas,"Little Rock-Pine Bluff, AR",693,1013184
Burdette,Arkansas,"Memphis, TN",640,1013185
Cabot,Arkansas,"Little Rock-Pine Bluff, AR",693,1013186
Calico Rock,Arkansas,"Little Rock-Pine Bluff, AR",693,1013187
Camden,Arkansas,"Little Rock-Pine Bluff, AR",693,1013188
Carlisle,Arkansas,"Little Rock-Pine Bluff, AR",693,1013189
Carthage,Arkansas,"Little Rock-Pine Bluff, AR",693,1013190
Cave City,Arkansas,"Jonesboro, AR",734,1013191
Center Ridge,Arkansas,"Little Rock-Pine Bluff, AR",693,1013192
Charleston,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013193
Charlotte,Arkansas,"Little Rock-Pine Bluff, AR",693,1013194
Cherokee Village,Arkansas,"Jonesboro, AR",734,1013195
Clarendon,Arkansas,"Little Rock-Pine Bluff, AR",693,1013196
Clarksville,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013197
Clinton,Arkansas,"Little Rock-Pine Bluff, AR",693,1013198
Compton,Arkansas,"Springfield, MO",619,1013199
Conway,Arkansas,"Little Rock-Pine Bluff, AR",693,1013200
Corning,Arkansas,"Jonesboro, AR",734,1013201
Crossett,Arkansas,"Monroe, LA-El Dorado, AR",628,1013202
Danville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013203
Dardanelle,Arkansas,"Little Rock-Pine Bluff, AR",693,1013204
De Queen,Arkansas,"Shreveport, LA",612,1013205
DeWitt,Arkansas,"Little Rock-Pine Bluff, AR",693,1013206
Decatur,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013207
Dermott,Arkansas,"Little Rock-Pine Bluff, AR",693,1013208
Des Arc,Arkansas,"Little Rock-Pine Bluff, AR",693,1013209
Dumas,Arkansas,"Little Rock-Pine Bluff, AR",693,1013210
Dyess,Arkansas,"Memphis, TN",640,1013211
El Dorado,Arkansas,"Monroe, LA-El Dorado, AR",628,1013212
Elm Springs,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013213
England,Arkansas,"Little Rock-Pine Bluff, AR",693,1013214
Enola,Arkansas,"Little Rock-Pine Bluff, AR",693,1013215
Eureka Springs,Arkansas,"Springfield, MO",619,1013216
Fairfield Bay,Arkansas,"Little Rock-Pine Bluff, AR",693,1013217
Farmington,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013218
Fayetteville,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013219
Flippin,Arkansas,"Springfield, MO",619,1013220
Floral,Arkansas,"Little Rock-Pine Bluff, AR",693,1013221
Fordyce,Arkansas,"Little Rock-Pine Bluff, AR",693,1013222
Forrest City,Arkansas,"Memphis, TN",640,1013223
Fountain Hill,Arkansas,"Monroe, LA-El Dorado, AR",628,1013224
Friendship,Arkansas,"Little Rock-Pine Bluff, AR",693,1013225
Fort Smith,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013226
Gassville,Arkansas,"Springfield, MO",619,1013227
Gentry,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013228
Gillham,Arkansas,"Shreveport, LA",612,1013229
Glenwood,Arkansas,"Little Rock-Pine Bluff, AR",693,1013230
Gould,Arkansas,"Little Rock-Pine Bluff, AR",693,1013231
Grady,Arkansas,"Little Rock-Pine Bluff, AR",693,1013232
Gravette,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013233
Greenbrier,Arkansas,"Little Rock-Pine Bluff, AR",693,1013234
Greenwood,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013235
Guion,Arkansas,"Little Rock-Pine Bluff, AR",693,1013236
Hackett,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013237
Hamburg,Arkansas,"Monroe, LA-El Dorado, AR",628,1013238
Hardy,Arkansas,"Jonesboro, AR",734,1013239
Harrisburg,Arkansas,"Memphis, TN",640,1013240
Harrison,Arkansas,"Springfield, MO",619,1013241
Hartford,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013242
Hattieville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013243
Hazen,Arkansas,"Little Rock-Pine Bluff, AR",693,1013244
Heber Springs,Arkansas,"Little Rock-Pine Bluff, AR",693,1013245
Hector,Arkansas,"Little Rock-Pine Bluff, AR",693,1013246
Helena,Arkansas,"Memphis, TN",640,1013247
Higden,Arkansas,"Little Rock-Pine Bluff, AR",693,1013248
Hope,Arkansas,"Shreveport, LA",612,1013249
Hot Springs National Park,Arkansas,"Little Rock-Pine Bluff, AR",693,1013250
Hot Springs Village,Arkansas,"Little Rock-Pine Bluff, AR",693,1013251
Hoxie,Arkansas,"Jonesboro, AR",734,1013252
Humphrey,Arkansas,"Little Rock-Pine Bluff, AR",693,1013253
Huntsville,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013254
Imboden,Arkansas,"Jonesboro, AR",734,1013255
Jacksonville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013256
Jasper,Arkansas,"Springfield, MO",619,1013257
Jessieville,Arkansas,"Little Rock-Pine Bluff, AR",693,1013258
Joiner,Arkansas,"Memphis, TN",640,1013259
Jonesboro,Arkansas,"Jonesboro, AR",734,1013260
Keiser,Arkansas,"Memphis, TN",640,1013261
Kensett,Arkansas,"Little Rock-Pine Bluff, AR",693,1013262
Lake Village,Arkansas,"Little Rock-Pine Bluff, AR",693,1013263
Lavaca,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013264
Lead Hill,Arkansas,"Springfield, MO",619,1013265
Lepanto,Arkansas,"Memphis, TN",640,1013266
Leslie,Arkansas,"Little Rock-Pine Bluff, AR",693,1013267
Little Rock,Arkansas,"Little Rock-Pine Bluff, AR",693,1013268
Little Rock Air Force Base,Arkansas,"Little Rock-Pine Bluff, AR",693,1013269
Lockesburg,Arkansas,"Shreveport, LA",612,1013270
London,Arkansas,"Little Rock-Pine Bluff, AR",693,1013271
Lonoke,Arkansas,"Little Rock-Pine Bluff, AR",693,1013272
Lowell,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013273
Luxora,Arkansas,"Memphis, TN",640,1013274
Lynn,Arkansas,"Jonesboro, AR",734,1013275
Mabelvale,Arkansas,"Little Rock-Pine Bluff, AR",693,1013276
Magnolia,Arkansas,"Shreveport, LA",612,1013277
Malvern,Arkansas,"Little Rock-Pine Bluff, AR",693,1013278
Mammoth Spring,Arkansas,"Springfield, MO",619,1013279
Mansfield,Arkansas,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670,1013280
Marianna,Arkansas,"Memphis, TN",640,1013281
Marion,Arkansas,"Memphis, TN",640,1013282
Marked Tree,Arkansas,"Memphis, TN",640,1013283
Marmaduke,Arkansas,"Jonesboro, AR",734,1013284
Marshall,Arkansas,"Little Rock-Pine Bluff, AR",693,1013285
Maumelle,Arkansas,"Little Rock-Pine Bluff, AR",693,1013286
Maynard,Arkansas,"Jonesboro, AR",734,1013287
McCrory,Arkansas,"Little Rock-Pine Bluff, AR",693,1013288
McGehee,Arkansas,"Little Rock-Pine Bluff, AR",693,1013289
